index	author_name	author_contact	orcid	author_list	matrix_file_id	cellannotation_schema_version	cellannotation_timestamp	cellannotation_version	cellannotation_url
1	John Doe		https://orcid.org/0000-0003-3373-7386		CellXGene_dataset:5346f9c6-755e-4336-94cc-38706ec00c2f	4.0.0			
